query_id,formal_ndcg@10,formal_recall@100,formal_mrr@10,informal_ndcg@10,informal_recall@100,informal_mrr@10,normalized_ndcg@10,normalized_recall@100,normalized_mrr@10,strong_norm_ndcg@10,strong_norm_recall@100,strong_norm_mrr@10,heavy_ndcg@10,heavy_recall@100,heavy_mrr@10,heavy_normalized_ndcg@10,heavy_normalized_recall@100,heavy_normalized_mrr@10,formal_vs_informal,formal_vs_normalized,formal_vs_strong_norm,formal_vs_heavy,formal_vs_heavy_normalized
3482,0.1357,0.3333,0.1,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.9839,0.9893,0.9931,0.8558,0.914
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9727,0.9722,0.997,0.8213,0.8716
3609,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8807,0.9624,0.9821,0.8126,0.9132
361,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.9654,0.9629,0.9839,0.8999,0.9567
3616,0.1413,1.0,0.1111,0.1564,1.0,0.1429,0.2893,1.0,0.125,0.1413,1.0,0.1111,0.0,0.0,0.0,0.2021,0.6667,0.25,0.9514,0.9539,1.0,0.8049,0.9078
3620,0.3904,1.0,1.0,0.2983,1.0,0.25,0.2463,1.0,0.5,0.3904,1.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.9099,0.9174,0.9969,0.8127,0.8212
3662,0.301,1.0,0.1111,0.2891,1.0,0.1,0.0,1.0,0.0,0.3155,1.0,0.125,0.0,0.0,0.0,0.0,1.0,0.0,0.9332,0.9354,0.9989,0.8287,0.8912
367,0.3836,1.0,0.5,0.3601,0.8,0.5,0.3836,0.6,0.5,0.3836,0.6,0.5,0.0,0.2,0.0,0.214,0.4,0.5,0.959,0.9371,0.9581,0.86,0.8897
3696,0.4693,0.6667,1.0,0.4693,0.6667,1.0,0.4693,0.6667,1.0,0.4693,0.6667,1.0,0.0,0.3333,0.0,0.4693,0.6667,1.0,0.9812,0.9902,0.9974,0.8809,0.9491
3731,0.5,1.0,0.3333,0.5,1.0,0.3333,0.5,1.0,0.3333,0.5,1.0,0.3333,0.0,0.0,0.0,0.5,1.0,0.3333,0.9259,0.9539,1.0,0.7905,0.9497
3767,0.2749,0.8571,1.0,0.2749,0.8571,1.0,0.3576,0.8571,1.0,0.3543,0.8571,1.0,0.0,0.0,0.0,0.1734,0.5714,0.5,0.9633,0.9724,0.9854,0.8781,0.9047
3779,0.4237,0.8889,0.5,0.3072,0.7778,0.5,0.4753,0.7778,0.5,0.4309,0.8889,0.5,0.0,0.0,0.0,0.27,0.6667,0.3333,0.9574,0.9855,0.9998,0.8552,0.8912
3787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9633,0.9592,1.0,0.8531,0.9459
389,0.3026,1.0,1.0,0.3026,1.0,1.0,0.3937,1.0,1.0,0.3026,1.0,1.0,0.1078,0.1667,0.1667,0.3026,1.0,1.0,0.9637,0.9662,0.983,0.8754,0.9104
3892,0.7533,1.0,1.0,0.6218,1.0,1.0,0.6218,1.0,1.0,0.7239,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9293,0.9287,0.9867,0.8,0.8376
3917,1.0,1.0,1.0,0.5,1.0,0.3333,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9235,0.8107,0.9975,0.8313,0.7707
3930,0.3562,1.0,0.1667,0.3869,1.0,0.2,0.3869,1.0,0.2,0.3869,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9885,0.9881,0.9977,0.8492,0.8459
3969,0.3869,1.0,0.2,0.4307,1.0,0.25,0.5,1.0,0.3333,0.3562,1.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.9687,0.9682,0.9772,0.8093,0.82
3984,0.3562,1.0,0.1667,0.5,1.0,0.3333,0.6309,1.0,0.5,0.6309,1.0,0.5,0.0,0.0,0.0,0.3562,1.0,0.1667,0.9688,0.9763,0.989,0.8551,0.8871
3992,0.581,1.0,1.0,0.6721,1.0,1.0,0.6013,1.0,1.0,0.545,1.0,1.0,0.1303,0.3333,0.25,0.4935,1.0,1.0,0.9752,0.9753,0.9915,0.8907,0.9482
4031,0.3869,1.0,0.5,0.3869,1.0,0.5,0.3869,1.0,0.5,0.3869,1.0,0.5,0.0,0.5,0.0,0.3869,1.0,0.5,0.9878,0.9881,0.9976,0.895,0.9697
4168,0.0,1.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9577,0.9578,0.9998,0.8067,0.8568
4183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9385,0.9656,0.9998,0.8534,0.8486
4198,0.6548,1.0,1.0,0.6218,0.6,1.0,0.6548,0.6,1.0,0.6548,1.0,1.0,0.0,0.0,0.0,0.6548,0.6,1.0,0.9151,0.9329,1.0,0.7909,0.9452
4217,0.4575,1.0,0.25,0.1772,1.0,0.1,0.0,1.0,0.0,0.4575,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.9094,0.9316,1.0,0.8346,0.9241
4232,0.3163,0.7143,0.25,0.2798,0.5714,0.5,0.2918,0.5714,0.5,0.3417,0.5714,0.3333,0.0,0.0,0.0,0.0979,0.4286,0.1667,0.9183,0.919,0.9929,0.8239,0.8866
4254,0.1171,0.5,0.2,0.1303,0.5,0.25,0.1303,0.5,0.25,0.1171,0.5,0.2,0.0,0.0,0.0,0.1303,0.5,0.25,0.9532,0.9574,0.9998,0.8209,0.9095
4332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9657,0.9669,0.9979,0.8387,0.9571
4358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9504,0.9889,0.9971,0.8588,0.9259
4362,1.0,1.0,1.0,0.4307,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.989,0.9933,0.9984,0.9504,0.9612
4387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9325,0.9852,0.9982,0.8136,0.975
4436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.9639,0.9649,0.9976,0.8374,0.9508
4574,0.0,1.0,0.0,0.1312,1.0,0.2,0.1312,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.9547,0.9565,1.0,0.8569,0.8973
4589,0.2044,1.0,0.1429,0.1846,1.0,0.1111,0.1934,1.0,0.125,0.2044,1.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.9674,0.9649,0.9909,0.892,0.901
4600,0.6309,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6309,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.9281,0.9311,0.9982,0.817,0.9248
